# This file contains a list of pixels to be added to the bad pixel mask. This
# list can be used as a catch-all to be sure that known bad pixels which may
# not be found using the bad pixel search algorithms are still flagged.
#
# Note that entries in the x and y columns can be single numbers, or a range
# of pixels (e.g. 350:352). When a range is given in this way, the values are
# assumed to be INCLUSIVE, so 350:352 means that rows 350, 351 AND 352 will be
# flagged. This is slightly different from python's convention of stopping
# one short of the second index in a range. The code also supports python-like
# behavior where the starting or ending value can be omitted, and the code
# will then extend the range to 0 or the maximum index number, respectively.
# e.g.  2030:   will flag all rows from 2030 to the end
#       :10     will flag all rows from 0 to 10 (inclusive)
#        :      will flag all rows
#
# Note that coordinates are assumed to be in a 0-indexed coordinate system.
#
# Flag values must be strings that match those in the jwst calibration
# pipeline's list of bad pixel types. Values are not case sensitive.
#
# This is a list of bad pixels for the NIRCam A1 detector
#
 x       y       flag
1344 493 DEAD
1345 493 DEAD
1346 493 DEAD
1347 493 DEAD
1348 493 DEAD
1349 493 DEAD
1350 493 DEAD
1351 493 DEAD
1352 493 DEAD
1353 493 DEAD
1354 493 DEAD
1355 493 DEAD
1356 493 DEAD
1357 493 DEAD
1358 493 DEAD
1359 493 DEAD
1361 493 DEAD
1367 493 DEAD
1379 493 DEAD
1299 494 DEAD
1300 494 DEAD
1303 494 DEAD
1305 494 DEAD
1306 494 DEAD
1307 494 DEAD
1308 494 DEAD
1309 494 DEAD
1310 494 DEAD
1311 494 DEAD
1312 494 DEAD
1313 494 DEAD
1314 494 DEAD
1315 494 DEAD
1316 494 DEAD
1317 494 DEAD
1318 494 DEAD
1319 494 DEAD
1320 494 DEAD
1321 494 DEAD
1322 494 DEAD
1323 494 DEAD
1324 494 DEAD
1325 494 DEAD
1326 494 DEAD
1327 494 DEAD
1328 494 DEAD
1329 494 DEAD
1330 494 DEAD
1331 494 DEAD
1332 494 DEAD
1333 494 DEAD
1334 494 DEAD
1335 494 DEAD
1336 494 DEAD
1337 494 DEAD
1338 494 DEAD
1339 494 DEAD
1340 494 DEAD
1341 494 DEAD
1342 494 DEAD
1343 494 DEAD
1344 494 DEAD
1345 494 DEAD
1346 494 DEAD
1347 494 DEAD
1348 494 DEAD
1349 494 DEAD
1350 494 DEAD
1351 494 DEAD
1352 494 DEAD
1353 494 DEAD
1354 494 DEAD
1355 494 DEAD
1356 494 DEAD
1357 494 DEAD
1358 494 DEAD
1360 494 DEAD
1361 494 DEAD
1367 494 DEAD
1379 494 DEAD
1303 495 DEAD
1305 495 DEAD
1306 495 DEAD
1307 495 DEAD
1308 495 DEAD
1309 495 DEAD
1310 495 DEAD
1311 495 DEAD
1312 495 DEAD
1313 495 DEAD
1314 495 DEAD
1315 495 DEAD
1316 495 DEAD
1317 495 DEAD
1318 495 DEAD
1319 495 DEAD
1320 495 DEAD
1321 495 DEAD
1322 495 DEAD
1323 495 DEAD
1324 495 DEAD
1325 495 DEAD
1326 495 DEAD
1327 495 DEAD
1328 495 DEAD
1329 495 DEAD
1330 495 DEAD
1331 495 DEAD
1332 495 DEAD
1333 495 DEAD
1334 495 DEAD
1335 495 DEAD
1336 495 DEAD
1337 495 DEAD
1338 495 DEAD
1339 495 DEAD
1340 495 DEAD
1341 495 DEAD
1342 495 DEAD
1343 495 DEAD
1344 495 DEAD
1345 495 DEAD
1346 495 DEAD
1347 495 DEAD
1348 495 DEAD
1349 495 DEAD
1350 495 DEAD
1351 495 DEAD
1352 495 DEAD
1353 495 DEAD
1354 495 DEAD
1355 495 DEAD
1356 495 DEAD
1357 495 DEAD
1358 495 DEAD
1359 495 DEAD
1361 495 DEAD
1364 495 DEAD
1306 496 DEAD
1307 496 DEAD
1308 496 DEAD
1309 496 DEAD
1310 496 DEAD
1311 496 DEAD
1312 496 DEAD
1313 496 DEAD
1314 496 DEAD
1315 496 DEAD
1316 496 DEAD
1317 496 DEAD
1318 496 DEAD
1319 496 DEAD
1320 496 DEAD
1321 496 DEAD
1322 496 DEAD
1323 496 DEAD
1324 496 DEAD
1325 496 DEAD
1326 496 DEAD
1327 496 DEAD
1328 496 DEAD
1329 496 DEAD
1330 496 DEAD
1331 496 DEAD
1332 496 DEAD
1333 496 DEAD
1334 496 DEAD
1335 496 DEAD
1336 496 DEAD
1337 496 DEAD
1338 496 DEAD
1339 496 DEAD
1340 496 DEAD
1341 496 DEAD
1342 496 DEAD
1343 496 DEAD
1344 496 DEAD
1345 496 DEAD
1346 496 DEAD
1347 496 DEAD
1348 496 DEAD
1349 496 DEAD
1350 496 DEAD
1351 496 DEAD
1352 496 DEAD
1353 496 DEAD
1354 496 DEAD
1355 496 DEAD
1356 496 DEAD
1357 496 DEAD
1360 496 DEAD
1362 496 DEAD
1363 496 DEAD
1366 496 DEAD
1301 497 DEAD
1305 497 DEAD
1306 497 DEAD
1307 497 DEAD
1308 497 DEAD
1309 497 DEAD
1310 497 DEAD
1311 497 DEAD
1312 497 DEAD
1313 497 DEAD
1314 497 DEAD
1315 497 DEAD
1316 497 DEAD
1317 497 DEAD
1318 497 DEAD
1319 497 DEAD
1320 497 DEAD
1321 497 DEAD
1322 497 DEAD
1323 497 DEAD
1324 497 DEAD
1325 497 DEAD
1326 497 DEAD
1327 497 DEAD
1328 497 DEAD
1329 497 DEAD
1330 497 DEAD
1331 497 DEAD
1332 497 DEAD
1333 497 DEAD
1334 497 DEAD
1335 497 DEAD
1336 497 DEAD
1337 497 DEAD
1338 497 DEAD
1339 497 DEAD
1340 497 DEAD
1341 497 DEAD
1342 497 DEAD
1343 497 DEAD
1344 497 DEAD
1345 497 DEAD
1346 497 DEAD
1347 497 DEAD
1348 497 DEAD
1349 497 DEAD
1350 497 DEAD
1351 497 DEAD
1352 497 DEAD
1353 497 DEAD
1354 497 DEAD
1355 497 DEAD
1356 497 DEAD
1357 497 DEAD
1358 497 DEAD
1307 498 DEAD
1308 498 DEAD
1309 498 DEAD
1310 498 DEAD
1311 498 DEAD
1312 498 DEAD
1313 498 DEAD
1314 498 DEAD
1315 498 DEAD
1316 498 DEAD
1317 498 DEAD
1318 498 DEAD
1319 498 DEAD
1320 498 DEAD
1321 498 DEAD
1322 498 DEAD
1323 498 DEAD
1324 498 DEAD
1325 498 DEAD
1326 498 DEAD
1327 498 DEAD
1328 498 DEAD
1329 498 DEAD
1330 498 DEAD
1331 498 DEAD
1332 498 DEAD
1333 498 DEAD
1334 498 DEAD
1335 498 DEAD
1336 498 DEAD
1337 498 DEAD
1338 498 DEAD
1339 498 DEAD
1340 498 DEAD
1341 498 DEAD
1342 498 DEAD
1343 498 DEAD
1344 498 DEAD
1345 498 DEAD
1346 498 DEAD
1347 498 DEAD
1348 498 DEAD
1349 498 DEAD
1350 498 DEAD
1351 498 DEAD
1352 498 DEAD
1353 498 DEAD
1354 498 DEAD
1355 498 DEAD
1356 498 DEAD
1360 498 DEAD
1306 499 DEAD
1307 499 DEAD
1308 499 DEAD
1309 499 DEAD
1310 499 DEAD
1311 499 DEAD
1312 499 DEAD
1313 499 DEAD
1314 499 DEAD
1315 499 DEAD
1316 499 DEAD
1317 499 DEAD
1318 499 DEAD
1319 499 DEAD
1320 499 DEAD
1321 499 DEAD
1322 499 DEAD
1323 499 DEAD
1324 499 DEAD
1325 499 DEAD
1326 499 DEAD
1327 499 DEAD
1328 499 DEAD
1329 499 DEAD
1330 499 DEAD
1331 499 DEAD
1332 499 DEAD
1333 499 DEAD
1334 499 DEAD
1335 499 DEAD
1336 499 DEAD
1337 499 DEAD
1338 499 DEAD
1339 499 DEAD
1340 499 DEAD
1341 499 DEAD
1342 499 DEAD
1343 499 DEAD
1344 499 DEAD
1345 499 DEAD
1346 499 DEAD
1347 499 DEAD
1348 499 DEAD
1349 499 DEAD
1350 499 DEAD
1351 499 DEAD
1352 499 DEAD
1353 499 DEAD
1354 499 DEAD
1355 499 DEAD
1356 499 DEAD
1363 499 DEAD
1306 500 DEAD
1307 500 DEAD
1308 500 DEAD
1309 500 DEAD
1310 500 DEAD
1311 500 DEAD
1312 500 DEAD
1313 500 DEAD
1314 500 DEAD
1315 500 DEAD
1316 500 DEAD
1317 500 DEAD
1318 500 DEAD
1319 500 DEAD
1320 500 DEAD
1321 500 DEAD
1322 500 DEAD
1323 500 DEAD
1324 500 DEAD
1325 500 DEAD
1326 500 DEAD
1327 500 DEAD
1328 500 DEAD
1329 500 DEAD
1330 500 DEAD
1331 500 DEAD
1332 500 DEAD
1333 500 DEAD
1334 500 DEAD
1335 500 DEAD
1336 500 DEAD
1337 500 DEAD
1338 500 DEAD
1339 500 DEAD
1340 500 DEAD
1341 500 DEAD
1342 500 DEAD
1343 500 DEAD
1344 500 DEAD
1345 500 DEAD
1346 500 DEAD
1347 500 DEAD
1348 500 DEAD
1349 500 DEAD
1350 500 DEAD
1351 500 DEAD
1352 500 DEAD
1353 500 DEAD
1354 500 DEAD
1355 500 DEAD
1356 500 DEAD
1358 500 DEAD
1359 500 DEAD
1360 500 DEAD
1362 500 DEAD
1300 501 DEAD
1301 501 DEAD
1307 501 DEAD
1308 501 DEAD
1309 501 DEAD
1310 501 DEAD
1311 501 DEAD
1312 501 DEAD
1313 501 DEAD
1314 501 DEAD
1315 501 DEAD
1316 501 DEAD
1317 501 DEAD
1318 501 DEAD
1319 501 DEAD
1320 501 DEAD
1321 501 DEAD
1322 501 DEAD
1323 501 DEAD
1324 501 DEAD
1325 501 DEAD
1326 501 DEAD
1327 501 DEAD
1328 501 DEAD
1329 501 DEAD
1330 501 DEAD
1331 501 DEAD
1332 501 DEAD
1333 501 DEAD
1334 501 DEAD
1335 501 DEAD
1336 501 DEAD
1337 501 DEAD
1338 501 DEAD
1339 501 DEAD
1340 501 DEAD
1341 501 DEAD
1342 501 DEAD
1343 501 DEAD
1344 501 DEAD
1345 501 DEAD
1346 501 DEAD
1347 501 DEAD
1348 501 DEAD
1349 501 DEAD
1350 501 DEAD
1351 501 DEAD
1352 501 DEAD
1353 501 DEAD
1354 501 DEAD
1355 501 DEAD
1356 501 DEAD
1358 501 DEAD
1360 501 DEAD
1380 501 DEAD
1306 502 DEAD
1307 502 DEAD
1308 502 DEAD
1309 502 DEAD
1310 502 DEAD
1311 502 DEAD
1312 502 DEAD
1313 502 DEAD
1314 502 DEAD
1315 502 DEAD
1316 502 DEAD
1317 502 DEAD
1318 502 DEAD
1319 502 DEAD
1320 502 DEAD
1321 502 DEAD
1322 502 DEAD
1323 502 DEAD
1324 502 DEAD
1325 502 DEAD
1326 502 DEAD
1327 502 DEAD
1328 502 DEAD
1329 502 DEAD
1330 502 DEAD
1331 502 DEAD
1332 502 DEAD
1333 502 DEAD
1334 502 DEAD
1335 502 DEAD
1336 502 DEAD
1337 502 DEAD
1338 502 DEAD
1339 502 DEAD
1340 502 DEAD
1341 502 DEAD
1342 502 DEAD
1343 502 DEAD
1344 502 DEAD
1345 502 DEAD
1346 502 DEAD
1347 502 DEAD
1348 502 DEAD
1349 502 DEAD
1350 502 DEAD
1351 502 DEAD
1352 502 DEAD
1353 502 DEAD
1354 502 DEAD
1355 502 DEAD
1356 502 DEAD
1358 502 DEAD
1363 502 DEAD
1367 502 DEAD
1305 503 DEAD
1309 503 DEAD
1310 503 DEAD
1311 503 DEAD
1312 503 DEAD
1313 503 DEAD
1314 503 DEAD
1315 503 DEAD
1316 503 DEAD
1317 503 DEAD
1318 503 DEAD
1319 503 DEAD
1320 503 DEAD
1321 503 DEAD
1322 503 DEAD
1323 503 DEAD
1324 503 DEAD
1325 503 DEAD
1326 503 DEAD
1327 503 DEAD
1328 503 DEAD
1329 503 DEAD
1330 503 DEAD
1331 503 DEAD
1332 503 DEAD
1333 503 DEAD
1334 503 DEAD
1335 503 DEAD
1336 503 DEAD
1337 503 DEAD
1338 503 DEAD
1339 503 DEAD
1340 503 DEAD
1341 503 DEAD
1342 503 DEAD
1343 503 DEAD
1344 503 DEAD
1345 503 DEAD
1346 503 DEAD
1347 503 DEAD
1348 503 DEAD
1349 503 DEAD
1350 503 DEAD
1351 503 DEAD
1352 503 DEAD
1353 503 DEAD
1354 503 DEAD
1355 503 DEAD
1356 503 DEAD
1357 503 DEAD
1358 503 DEAD
1361 503 DEAD
1369 503 DEAD
1310 504 DEAD
1311 504 DEAD
1312 504 DEAD
1313 504 DEAD
1314 504 DEAD
1315 504 DEAD
1316 504 DEAD
1317 504 DEAD
1318 504 DEAD
1319 504 DEAD
1320 504 DEAD
1321 504 DEAD
1322 504 DEAD
1323 504 DEAD
1324 504 DEAD
1325 504 DEAD
1326 504 DEAD
1327 504 DEAD
1328 504 DEAD
1329 504 DEAD
1330 504 DEAD
1331 504 DEAD
1332 504 DEAD
1333 504 DEAD
1334 504 DEAD
1335 504 DEAD
1336 504 DEAD
1337 504 DEAD
1338 504 DEAD
1339 504 DEAD
1340 504 DEAD
1341 504 DEAD
1342 504 DEAD
1343 504 DEAD
1344 504 DEAD
1345 504 DEAD
1346 504 DEAD
1347 504 DEAD
1348 504 DEAD
1349 504 DEAD
1350 504 DEAD
1351 504 DEAD
1352 504 DEAD
1353 504 DEAD
1354 504 DEAD
1355 504 DEAD
1357 504 DEAD
1358 504 DEAD
1366 504 DEAD
1377 504 DEAD
1380 504 DEAD
1299 505 DEAD
1312 505 DEAD
1313 505 DEAD
1314 505 DEAD
1315 505 DEAD
1316 505 DEAD
1317 505 DEAD
1318 505 DEAD
1319 505 DEAD
1320 505 DEAD
1321 505 DEAD
1322 505 DEAD
1323 505 DEAD
1324 505 DEAD
1325 505 DEAD
1326 505 DEAD
1327 505 DEAD
1328 505 DEAD
1329 505 DEAD
1330 505 DEAD
1331 505 DEAD
1332 505 DEAD
1333 505 DEAD
1334 505 DEAD
1335 505 DEAD
1336 505 DEAD
1337 505 DEAD
1338 505 DEAD
1339 505 DEAD
1340 505 DEAD
1341 505 DEAD
1342 505 DEAD
1343 505 DEAD
1344 505 DEAD
1345 505 DEAD
1346 505 DEAD
1347 505 DEAD
1348 505 DEAD
1349 505 DEAD
1350 505 DEAD
1351 505 DEAD
1352 505 DEAD
1353 505 DEAD
1354 505 DEAD
1355 505 DEAD
1356 505 DEAD
1357 505 DEAD
1358 505 DEAD
1359 505 DEAD
1364 505 DEAD
1374 505 DEAD
1313 506 DEAD
1314 506 DEAD
1315 506 DEAD
1316 506 DEAD
1317 506 DEAD
1318 506 DEAD
1319 506 DEAD
1320 506 DEAD
1321 506 DEAD
1322 506 DEAD
1323 506 DEAD
1324 506 DEAD
1325 506 DEAD
1326 506 DEAD
1327 506 DEAD
1328 506 DEAD
1329 506 DEAD
1330 506 DEAD
1331 506 DEAD
1332 506 DEAD
1333 506 DEAD
1334 506 DEAD
1335 506 DEAD
1336 506 DEAD
1337 506 DEAD
1338 506 DEAD
1339 506 DEAD
1340 506 DEAD
1341 506 DEAD
1342 506 DEAD
1343 506 DEAD
1344 506 DEAD
1345 506 DEAD
1346 506 DEAD
1347 506 DEAD
1348 506 DEAD
1349 506 DEAD
1350 506 DEAD
1351 506 DEAD
1352 506 DEAD
1353 506 DEAD
1354 506 DEAD
1355 506 DEAD
1356 506 DEAD
1357 506 DEAD
1314 507 DEAD
1315 507 DEAD
1316 507 DEAD
1317 507 DEAD
1318 507 DEAD
1319 507 DEAD
1320 507 DEAD
1321 507 DEAD
1322 507 DEAD
1323 507 DEAD
1324 507 DEAD
1325 507 DEAD
1326 507 DEAD
1327 507 DEAD
1328 507 DEAD
1329 507 DEAD
1330 507 DEAD
1331 507 DEAD
1332 507 DEAD
1333 507 DEAD
1334 507 DEAD
1335 507 DEAD
1336 507 DEAD
1337 507 DEAD
1338 507 DEAD
1339 507 DEAD
1340 507 DEAD
1341 507 DEAD
1342 507 DEAD
1343 507 DEAD
1344 507 DEAD
1345 507 DEAD
1346 507 DEAD
1347 507 DEAD
1348 507 DEAD
1349 507 DEAD
1350 507 DEAD
1351 507 DEAD
1352 507 DEAD
1353 507 DEAD
1354 507 DEAD
1355 507 DEAD
1356 507 DEAD
1379 507 DEAD
1308 508 DEAD
1315 508 DEAD
1316 508 DEAD
1317 508 DEAD
1318 508 DEAD
1319 508 DEAD
1320 508 DEAD
1321 508 DEAD
1322 508 DEAD
1323 508 DEAD
1324 508 DEAD
1325 508 DEAD
1326 508 DEAD
1327 508 DEAD
1328 508 DEAD
1329 508 DEAD
1330 508 DEAD
1331 508 DEAD
1332 508 DEAD
1333 508 DEAD
1334 508 DEAD
1335 508 DEAD
1336 508 DEAD
1337 508 DEAD
1338 508 DEAD
1339 508 DEAD
1340 508 DEAD
1341 508 DEAD
1342 508 DEAD
1343 508 DEAD
1344 508 DEAD
1345 508 DEAD
1346 508 DEAD
1347 508 DEAD
1348 508 DEAD
1349 508 DEAD
1350 508 DEAD
1351 508 DEAD
1352 508 DEAD
1353 508 DEAD
1354 508 DEAD
1355 508 DEAD
1356 508 DEAD
1358 508 DEAD
1307 509 DEAD
1316 509 DEAD
1317 509 DEAD
1318 509 DEAD
1319 509 DEAD
1320 509 DEAD
1321 509 DEAD
1322 509 DEAD
1323 509 DEAD
1324 509 DEAD
1325 509 DEAD
1326 509 DEAD
1327 509 DEAD
1328 509 DEAD
1329 509 DEAD
1330 509 DEAD
1331 509 DEAD
1332 509 DEAD
1333 509 DEAD
1334 509 DEAD
1335 509 DEAD
1336 509 DEAD
1337 509 DEAD
1338 509 DEAD
1339 509 DEAD
1340 509 DEAD
1341 509 DEAD
1342 509 DEAD
1343 509 DEAD
1344 509 DEAD
1345 509 DEAD
1346 509 DEAD
1347 509 DEAD
1348 509 DEAD
1349 509 DEAD
1350 509 DEAD
1351 509 DEAD
1352 509 DEAD
1353 509 DEAD
1354 509 DEAD
1355 509 DEAD
1356 509 DEAD
1357 509 DEAD
1358 509 DEAD
1363 509 DEAD
1380 509 DEAD
1304 510 DEAD
1306 510 DEAD
1316 510 DEAD
1317 510 DEAD
1318 510 DEAD
1319 510 DEAD
1320 510 DEAD
1321 510 DEAD
1322 510 DEAD
1323 510 DEAD
1324 510 DEAD
1325 510 DEAD
1326 510 DEAD
1327 510 DEAD
1328 510 DEAD
1329 510 DEAD
1330 510 DEAD
1331 510 DEAD
1332 510 DEAD
1333 510 DEAD
1334 510 DEAD
1335 510 DEAD
1336 510 DEAD
1337 510 DEAD
1338 510 DEAD
1339 510 DEAD
1340 510 DEAD
1341 510 DEAD
1342 510 DEAD
1343 510 DEAD
1344 510 DEAD
1345 510 DEAD
1346 510 DEAD
1347 510 DEAD
1348 510 DEAD
1349 510 DEAD
1350 510 DEAD
1351 510 DEAD
1352 510 DEAD
1353 510 DEAD
1354 510 DEAD
1355 510 DEAD
1356 510 DEAD
1358 510 DEAD
1359 510 DEAD
1361 510 DEAD
1364 510 DEAD
1309 511 DEAD
1317 511 DEAD
1318 511 DEAD
1319 511 DEAD
1320 511 DEAD
1321 511 DEAD
1322 511 DEAD
1323 511 DEAD
1324 511 DEAD
1325 511 DEAD
1326 511 DEAD
1327 511 DEAD
1328 511 DEAD
1329 511 DEAD
1330 511 DEAD
1331 511 DEAD
1332 511 DEAD
1333 511 DEAD
1334 511 DEAD
1335 511 DEAD
1336 511 DEAD
1337 511 DEAD
1338 511 DEAD
1339 511 DEAD
1340 511 DEAD
1341 511 DEAD
1342 511 DEAD
1343 511 DEAD
1344 511 DEAD
1345 511 DEAD
1346 511 DEAD
1347 511 DEAD
1348 511 DEAD
1349 511 DEAD
1350 511 DEAD
1351 511 DEAD
1352 511 DEAD
1353 511 DEAD
1354 511 DEAD
1355 511 DEAD
1357 511 DEAD
1358 511 DEAD
1360 511 DEAD
1361 511 DEAD
1303 512 DEAD
1305 512 DEAD
1317 512 DEAD
1318 512 DEAD
1319 512 DEAD
1320 512 DEAD
1321 512 DEAD
1322 512 DEAD
1323 512 DEAD
1324 512 DEAD
1325 512 DEAD
1326 512 DEAD
1327 512 DEAD
1328 512 DEAD
1329 512 DEAD
1330 512 DEAD
1331 512 DEAD
1332 512 DEAD
1333 512 DEAD
1334 512 DEAD
1335 512 DEAD
1336 512 DEAD
1337 512 DEAD
1338 512 DEAD
1339 512 DEAD
1340 512 DEAD
1341 512 DEAD
1342 512 DEAD
1343 512 DEAD
1344 512 DEAD
1345 512 DEAD
1346 512 DEAD
1347 512 DEAD
1348 512 DEAD
1349 512 DEAD
1350 512 DEAD
1351 512 DEAD
1352 512 DEAD
1353 512 DEAD
1354 512 DEAD
1355 512 DEAD
1356 512 DEAD
1357 512 DEAD
1358 512 DEAD
1361 512 DEAD
1364 512 DEAD
1368 512 DEAD
1315 513 DEAD
1317 513 DEAD
1318 513 DEAD
1319 513 DEAD
1320 513 DEAD
1321 513 DEAD
1322 513 DEAD
1323 513 DEAD
1324 513 DEAD
1325 513 DEAD
1326 513 DEAD
1327 513 DEAD
1328 513 DEAD
1329 513 DEAD
1330 513 DEAD
1331 513 DEAD
1332 513 DEAD
1333 513 DEAD
1334 513 DEAD
1335 513 DEAD
1336 513 DEAD
1337 513 DEAD
1338 513 DEAD
1339 513 DEAD
1340 513 DEAD
1341 513 DEAD
1342 513 DEAD
1343 513 DEAD
1344 513 DEAD
1345 513 DEAD
1346 513 DEAD
1347 513 DEAD
1348 513 DEAD
1349 513 DEAD
1350 513 DEAD
1351 513 DEAD
1352 513 DEAD
1353 513 DEAD
1354 513 DEAD
1355 513 DEAD
1357 513 DEAD
1358 513 DEAD
1360 513 DEAD
1362 513 DEAD
1309 514 DEAD
1310 514 DEAD
1317 514 DEAD
1318 514 DEAD
1319 514 DEAD
1320 514 DEAD
1321 514 DEAD
1322 514 DEAD
1323 514 DEAD
1324 514 DEAD
1325 514 DEAD
1326 514 DEAD
1327 514 DEAD
1328 514 DEAD
1329 514 DEAD
1330 514 DEAD
1331 514 DEAD
1332 514 DEAD
1333 514 DEAD
1334 514 DEAD
1335 514 DEAD
1336 514 DEAD
1337 514 DEAD
1338 514 DEAD
1339 514 DEAD
1340 514 DEAD
1341 514 DEAD
1342 514 DEAD
1343 514 DEAD
1344 514 DEAD
1345 514 DEAD
1346 514 DEAD
1347 514 DEAD
1348 514 DEAD
1349 514 DEAD
1350 514 DEAD
1351 514 DEAD
1352 514 DEAD
1353 514 DEAD
1354 514 DEAD
1355 514 DEAD
1356 514 DEAD
1357 514 DEAD
1366 514 DEAD
1316 515 DEAD
1322 515 DEAD
1326 515 DEAD
1327 515 DEAD
1328 515 DEAD
1332 515 DEAD
1333 515 DEAD
1334 515 DEAD
1336 515 DEAD
1337 515 DEAD
1338 515 DEAD
1339 515 DEAD
1341 515 DEAD
1342 515 DEAD
1343 515 DEAD
1344 515 DEAD
1346 515 DEAD
1347 515 DEAD
1348 515 DEAD
1349 515 DEAD
1350 515 DEAD
1352 515 DEAD
1354 515 DEAD
1355 515 DEAD
1356 515 DEAD
1359 515 DEAD
1365 515 DEAD
1332 516 DEAD
1334 516 DEAD
1336 516 DEAD
1337 516 DEAD
1340 516 DEAD
1341 516 DEAD
1342 516 DEAD
1343 516 DEAD
1344 516 DEAD
1345 516 DEAD
1346 516 DEAD
1348 516 DEAD
1349 516 DEAD
1350 516 DEAD
1351 516 DEAD
1352 516 DEAD
1354 516 DEAD
1355 516 DEAD
1356 516 DEAD
1357 516 DEAD
1323 517 DEAD
1324 517 DEAD
1325 517 DEAD
1327 517 DEAD
1328 517 DEAD
1329 517 DEAD
1330 517 DEAD
1331 517 DEAD
1332 517 DEAD
1333 517 DEAD
1334 517 DEAD
1335 517 DEAD
1336 517 DEAD
1337 517 DEAD
1338 517 DEAD
1339 517 DEAD
1340 517 DEAD
1341 517 DEAD
1342 517 DEAD
1343 517 DEAD
1344 517 DEAD
1345 517 DEAD
1346 517 DEAD
1347 517 DEAD
1348 517 DEAD
1349 517 DEAD
1350 517 DEAD
1351 517 DEAD
1352 517 DEAD
1353 517 DEAD
1354 517 DEAD
1355 517 DEAD
1356 517 DEAD
1357 517 DEAD
1358 517 DEAD
1314 518 DEAD
1315 518 DEAD
1316 518 DEAD
1317 518 DEAD
1318 518 DEAD
1319 518 DEAD
1320 518 DEAD
1321 518 DEAD
1322 518 DEAD
1323 518 DEAD
1324 518 DEAD
1325 518 DEAD
1326 518 DEAD
1327 518 DEAD
1328 518 DEAD
1329 518 DEAD
1330 518 DEAD
1331 518 DEAD
1332 518 DEAD
1333 518 DEAD
1334 518 DEAD
1335 518 DEAD
1336 518 DEAD
1337 518 DEAD
1338 518 DEAD
1339 518 DEAD
1340 518 DEAD
1341 518 DEAD
1342 518 DEAD
1343 518 DEAD
1344 518 DEAD
1345 518 DEAD
1346 518 DEAD
1347 518 DEAD
1348 518 DEAD
1349 518 DEAD
1350 518 DEAD
1351 518 DEAD
1352 518 DEAD
1354 518 DEAD
1355 518 DEAD
1356 518 DEAD
1357 518 DEAD
1358 518 DEAD
1369 518 DEAD
1292 519 DEAD
1293 519 DEAD
1316 519 DEAD
1317 519 DEAD
1318 519 DEAD
1319 519 DEAD
1320 519 DEAD
1321 519 DEAD
1322 519 DEAD
1323 519 DEAD
1324 519 DEAD
1325 519 DEAD
1326 519 DEAD
1327 519 DEAD
1328 519 DEAD
1329 519 DEAD
1330 519 DEAD
1331 519 DEAD
1332 519 DEAD
1333 519 DEAD
1334 519 DEAD
1335 519 DEAD
1336 519 DEAD
1337 519 DEAD
1338 519 DEAD
1339 519 DEAD
1340 519 DEAD
1341 519 DEAD
1365 519 DEAD
