# This file contains a list of pixels to be added to the bad pixel mask. This
# list can be used as a catch-all to be sure that known bad pixels which may
# not be found using the bad pixel search algorithms are still flagged.
#
# Note that entries in the x and y columns can be single numbers, or a range
# of pixels (e.g. 350:352). When a range is given in this way, the values are
# assumed to be INCLUSIVE, so 350:352 means that rows 350, 351 AND 352 will be
# flagged. This is slightly different from python's convention of stopping
# one short of the second index in a range. The code also supports python-like
# behavior where the starting or ending value can be omitted, and the code
# will then extend the range to 0 or the maximum index number, respectively.
# e.g.  2030:   will flag all rows from 2030 to the end
#       :10     will flag all rows from 0 to 10 (inclusive)
#        :      will flag all rows
#
# Note that coordinates are assumed to be in a 0-indexed coordinate system.
#
# Flag values must be strings that match those in the jwst calibration
# pipeline's list of bad pixel types. Values are not case sensitive.
#
# This is a list of bad pixels for the NIRCam A1 detector
#
 x       y       flag
1345 473 DEAD
1346 473 DEAD
1347 473 DEAD
1348 473 DEAD
1350 473 DEAD
1351 473 DEAD
1354 473 DEAD
1355 473 DEAD
1358 473 DEAD
1297 474 DEAD
1299 474 DEAD
1305 474 DEAD
1307 474 DEAD
1308 474 DEAD
1309 474 DEAD
1310 474 DEAD
1311 474 DEAD
1312 474 DEAD
1313 474 DEAD
1314 474 DEAD
1315 474 DEAD
1316 474 DEAD
1317 474 DEAD
1318 474 DEAD
1319 474 DEAD
1320 474 DEAD
1321 474 DEAD
1322 474 DEAD
1323 474 DEAD
1324 474 DEAD
1325 474 DEAD
1326 474 DEAD
1327 474 DEAD
1328 474 DEAD
1329 474 DEAD
1330 474 DEAD
1331 474 DEAD
1332 474 DEAD
1333 474 DEAD
1334 474 DEAD
1335 474 DEAD
1336 474 DEAD
1337 474 DEAD
1338 474 DEAD
1339 474 DEAD
1340 474 DEAD
1341 474 DEAD
1342 474 DEAD
1343 474 DEAD
1345 474 DEAD
1346 474 DEAD
1347 474 DEAD
1349 474 DEAD
1350 474 DEAD
1353 474 DEAD
1356 474 DEAD
1298 475 DEAD
1300 475 DEAD
1302 475 DEAD
1304 475 DEAD
1305 475 DEAD
1306 475 DEAD
1308 475 DEAD
1309 475 DEAD
1310 475 DEAD
1311 475 DEAD
1312 475 DEAD
1313 475 DEAD
1314 475 DEAD
1315 475 DEAD
1316 475 DEAD
1317 475 DEAD
1318 475 DEAD
1319 475 DEAD
1320 475 DEAD
1321 475 DEAD
1322 475 DEAD
1323 475 DEAD
1324 475 DEAD
1325 475 DEAD
1326 475 DEAD
1327 475 DEAD
1328 475 DEAD
1329 475 DEAD
1330 475 DEAD
1331 475 DEAD
1332 475 DEAD
1333 475 DEAD
1334 475 DEAD
1335 475 DEAD
1336 475 DEAD
1337 475 DEAD
1338 475 DEAD
1339 475 DEAD
1340 475 DEAD
1341 475 DEAD
1342 475 DEAD
1343 475 DEAD
1344 475 DEAD
1345 475 DEAD
1346 475 DEAD
1347 475 DEAD
1348 475 DEAD
1350 475 DEAD
1353 475 DEAD
1354 475 DEAD
1355 475 DEAD
1357 475 DEAD
1359 475 DEAD
1364 475 DEAD
1370 475 DEAD
1371 475 DEAD
1372 475 DEAD
1373 475 DEAD
1374 475 DEAD
1375 475 DEAD
1376 475 DEAD
1377 475 DEAD
1378 475 DEAD
1296 476 DEAD
1298 476 DEAD
1301 476 DEAD
1304 476 DEAD
1305 476 DEAD
1307 476 DEAD
1308 476 DEAD
1309 476 DEAD
1310 476 DEAD
1311 476 DEAD
1312 476 DEAD
1313 476 DEAD
1314 476 DEAD
1315 476 DEAD
1316 476 DEAD
1317 476 DEAD
1318 476 DEAD
1319 476 DEAD
1320 476 DEAD
1321 476 DEAD
1322 476 DEAD
1323 476 DEAD
1324 476 DEAD
1325 476 DEAD
1326 476 DEAD
1327 476 DEAD
1328 476 DEAD
1329 476 DEAD
1330 476 DEAD
1331 476 DEAD
1332 476 DEAD
1333 476 DEAD
1334 476 DEAD
1335 476 DEAD
1336 476 DEAD
1337 476 DEAD
1338 476 DEAD
1339 476 DEAD
1340 476 DEAD
1341 476 DEAD
1342 476 DEAD
1343 476 DEAD
1344 476 DEAD
1345 476 DEAD
1346 476 DEAD
1347 476 DEAD
1349 476 DEAD
1350 476 DEAD
1353 476 DEAD
1355 476 DEAD
1357 476 DEAD
1364 476 DEAD
1373 476 DEAD
1379 476 DEAD
1380 476 DEAD
1295 477 DEAD
1296 477 DEAD
1299 477 DEAD
1300 477 DEAD
1302 477 DEAD
1304 477 DEAD
1305 477 DEAD
1306 477 DEAD
1307 477 DEAD
1308 477 DEAD
1309 477 DEAD
1310 477 DEAD
1311 477 DEAD
1312 477 DEAD
1313 477 DEAD
1314 477 DEAD
1315 477 DEAD
1316 477 DEAD
1317 477 DEAD
1318 477 DEAD
1319 477 DEAD
1320 477 DEAD
1321 477 DEAD
1322 477 DEAD
1323 477 DEAD
1324 477 DEAD
1325 477 DEAD
1326 477 DEAD
1327 477 DEAD
1328 477 DEAD
1329 477 DEAD
1330 477 DEAD
1331 477 DEAD
1332 477 DEAD
1333 477 DEAD
1334 477 DEAD
1335 477 DEAD
1336 477 DEAD
1337 477 DEAD
1338 477 DEAD
1339 477 DEAD
1340 477 DEAD
1341 477 DEAD
1342 477 DEAD
1343 477 DEAD
1344 477 DEAD
1345 477 DEAD
1346 477 DEAD
1347 477 DEAD
1348 477 DEAD
1350 477 DEAD
1351 477 DEAD
1352 477 DEAD
1353 477 DEAD
1355 477 DEAD
1356 477 DEAD
1357 477 DEAD
1364 477 DEAD
1365 477 DEAD
1366 477 DEAD
1367 477 DEAD
1368 477 DEAD
1372 477 DEAD
1380 477 DEAD
1294 478 DEAD
1295 478 DEAD
1296 478 DEAD
1300 478 DEAD
1302 478 DEAD
1304 478 DEAD
1307 478 DEAD
1308 478 DEAD
1309 478 DEAD
1310 478 DEAD
1311 478 DEAD
1312 478 DEAD
1313 478 DEAD
1314 478 DEAD
1315 478 DEAD
1316 478 DEAD
1317 478 DEAD
1318 478 DEAD
1319 478 DEAD
1320 478 DEAD
1321 478 DEAD
1322 478 DEAD
1323 478 DEAD
1324 478 DEAD
1325 478 DEAD
1326 478 DEAD
1327 478 DEAD
1328 478 DEAD
1329 478 DEAD
1330 478 DEAD
1331 478 DEAD
1332 478 DEAD
1333 478 DEAD
1334 478 DEAD
1335 478 DEAD
1336 478 DEAD
1337 478 DEAD
1338 478 DEAD
1339 478 DEAD
1340 478 DEAD
1341 478 DEAD
1342 478 DEAD
1343 478 DEAD
1344 478 DEAD
1345 478 DEAD
1346 478 DEAD
1347 478 DEAD
1348 478 DEAD
1349 478 DEAD
1350 478 DEAD
1356 478 DEAD
1380 478 DEAD
1294 479 DEAD
1295 479 DEAD
1298 479 DEAD
1300 479 DEAD
1301 479 DEAD
1303 479 DEAD
1306 479 DEAD
1307 479 DEAD
1308 479 DEAD
1309 479 DEAD
1310 479 DEAD
1311 479 DEAD
1312 479 DEAD
1313 479 DEAD
1314 479 DEAD
1315 479 DEAD
1316 479 DEAD
1317 479 DEAD
1318 479 DEAD
1319 479 DEAD
1320 479 DEAD
1321 479 DEAD
1322 479 DEAD
1323 479 DEAD
1324 479 DEAD
1325 479 DEAD
1326 479 DEAD
1327 479 DEAD
1328 479 DEAD
1329 479 DEAD
1330 479 DEAD
1331 479 DEAD
1332 479 DEAD
1333 479 DEAD
1334 479 DEAD
1335 479 DEAD
1336 479 DEAD
1337 479 DEAD
1338 479 DEAD
1339 479 DEAD
1340 479 DEAD
1341 479 DEAD
1342 479 DEAD
1343 479 DEAD
1344 479 DEAD
1345 479 DEAD
1346 479 DEAD
1347 479 DEAD
1348 479 DEAD
1349 479 DEAD
1352 479 DEAD
1353 479 DEAD
1354 479 DEAD
1355 479 DEAD
1369 479 DEAD
1378 479 DEAD
1380 479 DEAD
1293 480 DEAD
1294 480 DEAD
1295 480 DEAD
1296 480 DEAD
1298 480 DEAD
1299 480 DEAD
1302 480 DEAD
1303 480 DEAD
1305 480 DEAD
1306 480 DEAD
1307 480 DEAD
1308 480 DEAD
1309 480 DEAD
1310 480 DEAD
1311 480 DEAD
1312 480 DEAD
1313 480 DEAD
1314 480 DEAD
1315 480 DEAD
1316 480 DEAD
1317 480 DEAD
1318 480 DEAD
1319 480 DEAD
1320 480 DEAD
1321 480 DEAD
1322 480 DEAD
1323 480 DEAD
1324 480 DEAD
1325 480 DEAD
1326 480 DEAD
1327 480 DEAD
1328 480 DEAD
1329 480 DEAD
1330 480 DEAD
1331 480 DEAD
1332 480 DEAD
1333 480 DEAD
1334 480 DEAD
1335 480 DEAD
1336 480 DEAD
1337 480 DEAD
1338 480 DEAD
1339 480 DEAD
1340 480 DEAD
1341 480 DEAD
1342 480 DEAD
1343 480 DEAD
1344 480 DEAD
1345 480 DEAD
1346 480 DEAD
1347 480 DEAD
1348 480 DEAD
1349 480 DEAD
1350 480 DEAD
1351 480 DEAD
1352 480 DEAD
1353 480 DEAD
1354 480 DEAD
1355 480 DEAD
1379 480 DEAD
1380 480 DEAD
1293 481 DEAD
1297 481 DEAD
1301 481 DEAD
1302 481 DEAD
1304 481 DEAD
1305 481 DEAD
1306 481 DEAD
1307 481 DEAD
1308 481 DEAD
1309 481 DEAD
1310 481 DEAD
1311 481 DEAD
1312 481 DEAD
1313 481 DEAD
1314 481 DEAD
1315 481 DEAD
1316 481 DEAD
1317 481 DEAD
1318 481 DEAD
1319 481 DEAD
1320 481 DEAD
1321 481 DEAD
1322 481 DEAD
1323 481 DEAD
1324 481 DEAD
1326 481 DEAD
1327 481 DEAD
1328 481 DEAD
1329 481 DEAD
1330 481 DEAD
1331 481 DEAD
1332 481 DEAD
1333 481 DEAD
1334 481 DEAD
1335 481 DEAD
1336 481 DEAD
1337 481 DEAD
1338 481 DEAD
1339 481 DEAD
1340 481 DEAD
1341 481 DEAD
1342 481 DEAD
1343 481 DEAD
1344 481 DEAD
1345 481 DEAD
1346 481 DEAD
1347 481 DEAD
1348 481 DEAD
1349 481 DEAD
1351 481 DEAD
1358 481 DEAD
1379 481 DEAD
1380 481 DEAD
1294 482 DEAD
1296 482 DEAD
1299 482 DEAD
1303 482 DEAD
1304 482 DEAD
1305 482 DEAD
1306 482 DEAD
1307 482 DEAD
1308 482 DEAD
1309 482 DEAD
1310 482 DEAD
1311 482 DEAD
1312 482 DEAD
1313 482 DEAD
1314 482 DEAD
1315 482 DEAD
1316 482 DEAD
1317 482 DEAD
1318 482 DEAD
1319 482 DEAD
1320 482 DEAD
1321 482 DEAD
1322 482 DEAD
1323 482 DEAD
1324 482 DEAD
1325 482 DEAD
1326 482 DEAD
1327 482 DEAD
1328 482 DEAD
1329 482 DEAD
1330 482 DEAD
1331 482 DEAD
1332 482 DEAD
1333 482 DEAD
1334 482 DEAD
1335 482 DEAD
1336 482 DEAD
1337 482 DEAD
1338 482 DEAD
1339 482 DEAD
1340 482 DEAD
1341 482 DEAD
1342 482 DEAD
1343 482 DEAD
1344 482 DEAD
1345 482 DEAD
1346 482 DEAD
1347 482 DEAD
1348 482 DEAD
1349 482 DEAD
1351 482 DEAD
1370 482 DEAD
1379 482 DEAD
1380 482 DEAD
1293 483 DEAD
1294 483 DEAD
1297 483 DEAD
1299 483 DEAD
1301 483 DEAD
1304 483 DEAD
1305 483 DEAD
1306 483 DEAD
1307 483 DEAD
1308 483 DEAD
1309 483 DEAD
1310 483 DEAD
1311 483 DEAD
1312 483 DEAD
1313 483 DEAD
1314 483 DEAD
1315 483 DEAD
1316 483 DEAD
1317 483 DEAD
1318 483 DEAD
1319 483 DEAD
1320 483 DEAD
1321 483 DEAD
1322 483 DEAD
1323 483 DEAD
1324 483 DEAD
1325 483 DEAD
1326 483 DEAD
1327 483 DEAD
1328 483 DEAD
1329 483 DEAD
1330 483 DEAD
1331 483 DEAD
1332 483 DEAD
1333 483 DEAD
1334 483 DEAD
1335 483 DEAD
1336 483 DEAD
1337 483 DEAD
1338 483 DEAD
1339 483 DEAD
1340 483 DEAD
1341 483 DEAD
1342 483 DEAD
1343 483 DEAD
1344 483 DEAD
1345 483 DEAD
1346 483 DEAD
1347 483 DEAD
1348 483 DEAD
1349 483 DEAD
1350 483 DEAD
1351 483 DEAD
1353 483 DEAD
1355 483 DEAD
1356 483 DEAD
1359 483 DEAD
1360 483 DEAD
1361 483 DEAD
1362 483 DEAD
1365 483 DEAD
1366 483 DEAD
1367 483 DEAD
1368 483 DEAD
1369 483 DEAD
1370 483 DEAD
1372 483 DEAD
1373 483 DEAD
1375 483 DEAD
1376 483 DEAD
1377 483 DEAD
1378 483 DEAD
1292 484 DEAD
1294 484 DEAD
1296 484 DEAD
1297 484 DEAD
1300 484 DEAD
1302 484 DEAD
1304 484 DEAD
1305 484 DEAD
1306 484 DEAD
1307 484 DEAD
1308 484 DEAD
1309 484 DEAD
1310 484 DEAD
1311 484 DEAD
1312 484 DEAD
1313 484 DEAD
1314 484 DEAD
1315 484 DEAD
1316 484 DEAD
1317 484 DEAD
1318 484 DEAD
1319 484 DEAD
1320 484 DEAD
1321 484 DEAD
1322 484 DEAD
1323 484 DEAD
1324 484 DEAD
1325 484 DEAD
1326 484 DEAD
1327 484 DEAD
1328 484 DEAD
1329 484 DEAD
1330 484 DEAD
1331 484 DEAD
1332 484 DEAD
1333 484 DEAD
1334 484 DEAD
1335 484 DEAD
1336 484 DEAD
1337 484 DEAD
1338 484 DEAD
1339 484 DEAD
1340 484 DEAD
1341 484 DEAD
1342 484 DEAD
1343 484 DEAD
1344 484 DEAD
1345 484 DEAD
1346 484 DEAD
1347 484 DEAD
1348 484 DEAD
1349 484 DEAD
1350 484 DEAD
1351 484 DEAD
1354 484 DEAD
1355 484 DEAD
1356 484 DEAD
1357 484 DEAD
1380 484 DEAD
1293 485 DEAD
1295 485 DEAD
1299 485 DEAD
1301 485 DEAD
1302 485 DEAD
1304 485 DEAD
1305 485 DEAD
1306 485 DEAD
1307 485 DEAD
1308 485 DEAD
1309 485 DEAD
1310 485 DEAD
1311 485 DEAD
1312 485 DEAD
1313 485 DEAD
1314 485 DEAD
1315 485 DEAD
1316 485 DEAD
1317 485 DEAD
1318 485 DEAD
1319 485 DEAD
1320 485 DEAD
1321 485 DEAD
1322 485 DEAD
1323 485 DEAD
1324 485 DEAD
1325 485 DEAD
1326 485 DEAD
1327 485 DEAD
1328 485 DEAD
1329 485 DEAD
1330 485 DEAD
1331 485 DEAD
1332 485 DEAD
1333 485 DEAD
1334 485 DEAD
1335 485 DEAD
1336 485 DEAD
1337 485 DEAD
1338 485 DEAD
1339 485 DEAD
1340 485 DEAD
1341 485 DEAD
1342 485 DEAD
1343 485 DEAD
1344 485 DEAD
1345 485 DEAD
1346 485 DEAD
1347 485 DEAD
1348 485 DEAD
1349 485 DEAD
1350 485 DEAD
1351 485 DEAD
1355 485 DEAD
1357 485 DEAD
1360 485 DEAD
1365 485 DEAD
1368 485 DEAD
1294 486 DEAD
1297 486 DEAD
1299 486 DEAD
1301 486 DEAD
1303 486 DEAD
1304 486 DEAD
1305 486 DEAD
1306 486 DEAD
1307 486 DEAD
1308 486 DEAD
1309 486 DEAD
1310 486 DEAD
1311 486 DEAD
1312 486 DEAD
1313 486 DEAD
1314 486 DEAD
1315 486 DEAD
1316 486 DEAD
1317 486 DEAD
1318 486 DEAD
1319 486 DEAD
1320 486 DEAD
1321 486 DEAD
1322 486 DEAD
1323 486 DEAD
1324 486 DEAD
1325 486 DEAD
1326 486 DEAD
1327 486 DEAD
1328 486 DEAD
1329 486 DEAD
1330 486 DEAD
1331 486 DEAD
1332 486 DEAD
1333 486 DEAD
1334 486 DEAD
1335 486 DEAD
1336 486 DEAD
1337 486 DEAD
1338 486 DEAD
1339 486 DEAD
1340 486 DEAD
1341 486 DEAD
1342 486 DEAD
1343 486 DEAD
1344 486 DEAD
1345 486 DEAD
1346 486 DEAD
1347 486 DEAD
1348 486 DEAD
1349 486 DEAD
1350 486 DEAD
1351 486 DEAD
1354 486 DEAD
1358 486 DEAD
1374 486 DEAD
1293 487 DEAD
1298 487 DEAD
1299 487 DEAD
1300 487 DEAD
1303 487 DEAD
1305 487 DEAD
1306 487 DEAD
1307 487 DEAD
1308 487 DEAD
1309 487 DEAD
1310 487 DEAD
1311 487 DEAD
1312 487 DEAD
1313 487 DEAD
1314 487 DEAD
1315 487 DEAD
1316 487 DEAD
1317 487 DEAD
1318 487 DEAD
1319 487 DEAD
1320 487 DEAD
1321 487 DEAD
1322 487 DEAD
1323 487 DEAD
1324 487 DEAD
1325 487 DEAD
1326 487 DEAD
1327 487 DEAD
1328 487 DEAD
1329 487 DEAD
1330 487 DEAD
1331 487 DEAD
1332 487 DEAD
1333 487 DEAD
1334 487 DEAD
1335 487 DEAD
1336 487 DEAD
1337 487 DEAD
1338 487 DEAD
1339 487 DEAD
1340 487 DEAD
1341 487 DEAD
1342 487 DEAD
1343 487 DEAD
1344 487 DEAD
1345 487 DEAD
1346 487 DEAD
1347 487 DEAD
1348 487 DEAD
1349 487 DEAD
1350 487 DEAD
1351 487 DEAD
1353 487 DEAD
1354 487 DEAD
1357 487 DEAD
1358 487 DEAD
1368 487 DEAD
1294 488 DEAD
1295 488 DEAD
1296 488 DEAD
1297 488 DEAD
1300 488 DEAD
1301 488 DEAD
1302 488 DEAD
1304 488 DEAD
1305 488 DEAD
1306 488 DEAD
1307 488 DEAD
1308 488 DEAD
1309 488 DEAD
1310 488 DEAD
1311 488 DEAD
1312 488 DEAD
1313 488 DEAD
1314 488 DEAD
1315 488 DEAD
1316 488 DEAD
1317 488 DEAD
1318 488 DEAD
1319 488 DEAD
1320 488 DEAD
1321 488 DEAD
1322 488 DEAD
1323 488 DEAD
1324 488 DEAD
1325 488 DEAD
1326 488 DEAD
1327 488 DEAD
1328 488 DEAD
1329 488 DEAD
1330 488 DEAD
1331 488 DEAD
1332 488 DEAD
1333 488 DEAD
1334 488 DEAD
1335 488 DEAD
1336 488 DEAD
1337 488 DEAD
1338 488 DEAD
1339 488 DEAD
1340 488 DEAD
1341 488 DEAD
1342 488 DEAD
1343 488 DEAD
1344 488 DEAD
1345 488 DEAD
1346 488 DEAD
1347 488 DEAD
1348 488 DEAD
1349 488 DEAD
1350 488 DEAD
1351 488 DEAD
1352 488 DEAD
1353 488 DEAD
1354 488 DEAD
1356 488 DEAD
1357 488 DEAD
1358 488 DEAD
1359 488 DEAD
1363 488 DEAD
1379 488 DEAD
1295 489 DEAD
1298 489 DEAD
1299 489 DEAD
1301 489 DEAD
1303 489 DEAD
1304 489 DEAD
1305 489 DEAD
1306 489 DEAD
1307 489 DEAD
1308 489 DEAD
1309 489 DEAD
1310 489 DEAD
1311 489 DEAD
1312 489 DEAD
1313 489 DEAD
1314 489 DEAD
1315 489 DEAD
1316 489 DEAD
1317 489 DEAD
1318 489 DEAD
1319 489 DEAD
1320 489 DEAD
1321 489 DEAD
1322 489 DEAD
1323 489 DEAD
1324 489 DEAD
1325 489 DEAD
1326 489 DEAD
1327 489 DEAD
1328 489 DEAD
1329 489 DEAD
1330 489 DEAD
1331 489 DEAD
1332 489 DEAD
1333 489 DEAD
1334 489 DEAD
1335 489 DEAD
1336 489 DEAD
1337 489 DEAD
1338 489 DEAD
1339 489 DEAD
1340 489 DEAD
1341 489 DEAD
1342 489 DEAD
1343 489 DEAD
1344 489 DEAD
1345 489 DEAD
1346 489 DEAD
1347 489 DEAD
1348 489 DEAD
1349 489 DEAD
1350 489 DEAD
1351 489 DEAD
1352 489 DEAD
1353 489 DEAD
1354 489 DEAD
1355 489 DEAD
1358 489 DEAD
1359 489 DEAD
1360 489 DEAD
1361 489 DEAD
1362 489 DEAD
1368 489 DEAD
1296 490 DEAD
1299 490 DEAD
1302 490 DEAD
1304 490 DEAD
1305 490 DEAD
1306 490 DEAD
1307 490 DEAD
1308 490 DEAD
1309 490 DEAD
1310 490 DEAD
1311 490 DEAD
1312 490 DEAD
1313 490 DEAD
1314 490 DEAD
1315 490 DEAD
1316 490 DEAD
1317 490 DEAD
1318 490 DEAD
1319 490 DEAD
1320 490 DEAD
1321 490 DEAD
1322 490 DEAD
1323 490 DEAD
1324 490 DEAD
1325 490 DEAD
1326 490 DEAD
1327 490 DEAD
1328 490 DEAD
1329 490 DEAD
1330 490 DEAD
1331 490 DEAD
1332 490 DEAD
1333 490 DEAD
1334 490 DEAD
1335 490 DEAD
1336 490 DEAD
1337 490 DEAD
1338 490 DEAD
1339 490 DEAD
1340 490 DEAD
1341 490 DEAD
1342 490 DEAD
1343 490 DEAD
1344 490 DEAD
1345 490 DEAD
1346 490 DEAD
1347 490 DEAD
1348 490 DEAD
1349 490 DEAD
1350 490 DEAD
1351 490 DEAD
1352 490 DEAD
1353 490 DEAD
1354 490 DEAD
1355 490 DEAD
1356 490 DEAD
1361 490 DEAD
1297 491 DEAD
1298 491 DEAD
1299 491 DEAD
1300 491 DEAD
1303 491 DEAD
1304 491 DEAD
1305 491 DEAD
1306 491 DEAD
1307 491 DEAD
1308 491 DEAD
1309 491 DEAD
1310 491 DEAD
1311 491 DEAD
1312 491 DEAD
1313 491 DEAD
1314 491 DEAD
1315 491 DEAD
1316 491 DEAD
1317 491 DEAD
1318 491 DEAD
1319 491 DEAD
1320 491 DEAD
1321 491 DEAD
1322 491 DEAD
1323 491 DEAD
1324 491 DEAD
1325 491 DEAD
1326 491 DEAD
1327 491 DEAD
1328 491 DEAD
1329 491 DEAD
1330 491 DEAD
1331 491 DEAD
1332 491 DEAD
1333 491 DEAD
1334 491 DEAD
1335 491 DEAD
1336 491 DEAD
1337 491 DEAD
1338 491 DEAD
1339 491 DEAD
1340 491 DEAD
1341 491 DEAD
1342 491 DEAD
1343 491 DEAD
1344 491 DEAD
1345 491 DEAD
1346 491 DEAD
1347 491 DEAD
1348 491 DEAD
1349 491 DEAD
1350 491 DEAD
1351 491 DEAD
1352 491 DEAD
1353 491 DEAD
1354 491 DEAD
1355 491 DEAD
1356 491 DEAD
1357 491 DEAD
1297 492 DEAD
1298 492 DEAD
1301 492 DEAD
1302 492 DEAD
1304 492 DEAD
1305 492 DEAD
1306 492 DEAD
1307 492 DEAD
1308 492 DEAD
1309 492 DEAD
1310 492 DEAD
1311 492 DEAD
1312 492 DEAD
1313 492 DEAD
1314 492 DEAD
1315 492 DEAD
1316 492 DEAD
1317 492 DEAD
1318 492 DEAD
1319 492 DEAD
1320 492 DEAD
1321 492 DEAD
1322 492 DEAD
1323 492 DEAD
1324 492 DEAD
1325 492 DEAD
1326 492 DEAD
1327 492 DEAD
1328 492 DEAD
1329 492 DEAD
1330 492 DEAD
1331 492 DEAD
1332 492 DEAD
1333 492 DEAD
1334 492 DEAD
1335 492 DEAD
1336 492 DEAD
1337 492 DEAD
1338 492 DEAD
1339 492 DEAD
1340 492 DEAD
1341 492 DEAD
1342 492 DEAD
1343 492 DEAD
1344 492 DEAD
1345 492 DEAD
1346 492 DEAD
1347 492 DEAD
1348 492 DEAD
1349 492 DEAD
1350 492 DEAD
1351 492 DEAD
1352 492 DEAD
1353 492 DEAD
1354 492 DEAD
1355 492 DEAD
1356 492 DEAD
1357 492 DEAD
1358 492 DEAD
1359 492 DEAD
1364 492 DEAD
1301 493 DEAD
1302 493 DEAD
1303 493 DEAD
1304 493 DEAD
1305 493 DEAD
1306 493 DEAD
1307 493 DEAD
1308 493 DEAD
1309 493 DEAD
1310 493 DEAD
1311 493 DEAD
1312 493 DEAD
1313 493 DEAD
1314 493 DEAD
1315 493 DEAD
1316 493 DEAD
1317 493 DEAD
1318 493 DEAD
1319 493 DEAD
1320 493 DEAD
1321 493 DEAD
1322 493 DEAD
1323 493 DEAD
1324 493 DEAD
1325 493 DEAD
1326 493 DEAD
1327 493 DEAD
1328 493 DEAD
1329 493 DEAD
1330 493 DEAD
1331 493 DEAD
1332 493 DEAD
1333 493 DEAD
1334 493 DEAD
1335 493 DEAD
1336 493 DEAD
1337 493 DEAD
1338 493 DEAD
1339 493 DEAD
1340 493 DEAD
1341 493 DEAD
1342 493 DEAD
1343 493 DEAD
